Id,Price
4567,162160.04018777696
5925,123388.89740509249
960,147508.18620332133
3848,105372.95540997067
746,183934.65173423325
868,348400.35695864557
672,110716.91468402656
2471,205314.24239333213
4510,120416.65379225335
8354,248927.22978916368
6393,181115.17986819247
13270,218108.54157584062
5250,292433.8152757912
16751,170537.73190656223
11404,132000.18885721776
10588,355393.4461622407
14925,193349.9469289722
6791,212297.92263558705
16097,191362.4553235784
16428,371050.16911859147
6945,336673.4571055545
3190,186271.35160199367
15709,437660.6026890628
13155,164942.01732560023
7675,196108.43196362228
14686,243150.49275224016
609,153839.2064263567
11155,168171.20432466816
10869,205691.24174727837
15742,182619.12312207732
9245,198100.96812067227
3340,168926.24719682982
2359,281805.29430331977
8070,197878.125042515
13707,132868.56377665146
16079,275757.32134375884
15937,278010.11290637887
14090,185523.83767018685
9008,218027.25255336374
16384,174243.9950977601
11657,237537.11641345025
13151,154129.33343350393
8990,162570.09303742362
11857,179979.8566481996
1565,147620.7129132502
8174,98724.63673583683
9247,235942.57394840574
10478,211120.04967070947
15509,148169.0367862292
8306,222502.27524510608
6642,186825.0272931017
7472,228776.10629014208
15989,130832.12010393984
13682,132660.54437885314
163,239187.1880971294
7076,187468.86886977707
7478,330639.17783758824
3029,187007.46073440282
1814,143156.43262452568
10057,127203.15082156265
15100,192974.56346167758
12694,224708.67190228234
6291,187089.61783558584
12603,187001.8274165628
3218,228550.5471308559
13456,126017.67670003381
10170,243063.1888858814
4530,149474.48190598591
13329,164566.13671795483
4820,147459.9946176975
10896,173109.86477955827
13416,119932.15579242521
2701,214053.11625893615
11265,334435.07331479917
9189,255347.87314696366
1858,193643.78082229596
14536,242969.16316417186
6199,274065.57400484825
14730,150778.01739218016
7510,252205.8098075729
15505,160271.42499521523
7446,185442.87665241034
14016,200464.235946093
14113,108840.33247236477
8721,309755.86638707767
6193,302951.868777353
5717,174322.2099813447
5427,306323.3010805289
9520,522809.3105595595
6869,100237.14707445755
1658,158730.38838191028
6639,214907.9765523653
6283,189371.5608859921
6257,126453.04835927482
15235,178861.29549417063
902,226540.21214320735
8932,196321.3993762884
16469,339489.0735625366
2825,277256.60757431155
6450,435201.84865619405
11366,179304.438365044
3801,373258.26130297035
11385,193069.4621762187
1079,199879.6094525196
3202,255077.17113086866
676,216254.36114937428
6185,276418.2914511991
7730,162196.501214204
2573,179584.96185953746
10978,204748.33242827954
10962,257570.7803266259
8870,188770.94670727084
8496,180122.23558111646
5517,173990.30154293182
927,184129.0267988075
13675,205853.6353632832
1499,223841.21620569297
15536,349693.1700123373
8602,320898.7270698924
12137,452024.32143822813
9865,260520.2342138624
16353,285739.8874487508
15908,211517.7080572443
3944,180944.46141593563
10359,198386.6207498989
15158,220892.9241139383
3259,228321.56318621122
7220,315466.59953876975
13843,206345.4353739855
16736,184474.92315888364
702,254230.04245047452
16401,108926.04199316958
12134,181273.7338267981
6918,230032.9832266891
11792,129949.56164337014
3798,104100.72523472918
10395,133543.21946266646
11099,139183.50551914828
7090,193322.80899396673
11260,186735.75373197155
9647,215069.46757386002
2903,381264.1198752728
2071,184601.81419059235
8604,179277.39870886292
9346,217061.05238296662
3945,201773.91339821037
3420,141459.3578911972
10842,121237.742062331
725,155601.68608167575
13931,189504.35742912412
16330,242005.77843515048
9066,418099.2182272052
3326,305572.1502910747
1556,265797.5550131216
6579,100896.4627101932
13877,146614.77104537666
9857,330768.0064131542
7302,253945.87610061863
5684,192708.56654010576
6513,231816.00825416495
11342,113771.46144882098
16561,228564.18431196356
6885,173799.85120886506
9308,181067.73464276938
2559,178089.29710818952
6648,174076.31169702153
15260,164774.18159740185
5113,189677.17014756522
16492,196113.90890159528
12034,279856.152615189
7248,218848.32226342356
2171,204338.84411490336
10594,163858.58196443034
13241,211960.64681731808
7032,140294.766475756
4884,168271.90842816574
903,206367.354644807
162,171039.85975165316
6566,247854.6362720537
8249,140997.11900663667
13106,169206.63909013115
256,129077.0332929299
7976,168770.64791227446
8575,166039.69384279335
7591,280634.10938111856
3204,194451.13134965827
15804,180292.71968779428
1525,323409.43968755694
9038,205625.88971817621
13628,198975.77634195948
10016,197061.3392106695
10208,219562.76256727468
2008,185383.48825388742
13029,206463.75778353657
5099,126259.32814398565
9923,294476.2903361637
9461,131370.01501781563
11086,178739.0698506825
15057,282256.7047892688
10689,173928.93645577715
2053,216632.63198312832
16630,173929.99697722157
4985,162656.7701379881
13881,246531.3486801347
13225,197443.08015910268
5779,69826.80601864099
10262,182738.52160663964
10762,219476.14130642958
9513,196524.64383926193
11128,169453.11221158243
2074,299611.2539994371
933,208424.12583909993
2780,180482.21832649774
6594,115035.16555381277
15394,254981.58655728953
14863,133934.34737853386
6698,201769.93718479603
1611,253723.07762406912
174,184588.15602378437
5160,208507.28721678106
3295,333713.6000468042
4559,382142.81759521447
8254,168723.66888423092
10228,101483.4962742684
13924,130187.93438447759
15341,239150.74083036638
4353,177041.60995630652
4334,73661.82404097004
1872,156149.3200176421
7823,184128.55109572492
310,159627.11125425546
3704,248213.1662386548
11615,318614.98691950005
6605,204695.96565554943
3381,185841.4439628127
2143,141673.8436934033
3191,247704.49500160315
13980,131239.28988258223
15613,164502.26934009924
10943,327505.3820687344
9654,122981.92919093347
16053,445739.81851675746
14931,223823.7764785302
8299,222084.2311175572
2147,160858.64577062815
11567,329665.96412853606
5905,129937.49527880477
11160,114462.99692415222
8275,148783.18343811238
16398,265082.9933703642
11229,178152.61558709966
10309,157396.74101552868
7340,263229.9716819039
7653,157512.0541531999
272,206102.7712804486
9831,208447.9598342712
5016,125994.27929963631
5968,67405.97259987154
796,246088.11356689612
12123,123050.228182672
16629,183490.53949163808
2637,167641.98289714975
6194,217364.0151955054
6216,382232.02844937856
14346,175719.10124153233
6428,133322.61843339127
2891,226264.39331432735
84,178616.71970077528
9260,215578.5445506021
15250,143880.249745005
2348,194689.07378283638
10427,285118.2016906813
13230,256446.01294707315
1691,191609.80921097752
8803,123178.20876980133
5464,205334.55373572913
10559,111575.08351113563
16787,297803.85644475016
4278,154897.28377511862
6183,168934.62068731667
12775,154854.46680098763
10104,179428.1168126271
13663,180551.48023869668
9404,268898.5078827961
14724,212278.3407634083
10040,179971.41826473648
4646,189835.19837327028
4754,152521.21662254038
3310,219155.17809558602
2003,181753.17234366405
7312,210076.43094466283
10921,231462.36910489888
13419,296845.8998566587
10105,163659.59027831
2196,425717.8892008137
12659,240735.71097293776
4380,264269.8077870223
10847,145559.81868239754
10805,284795.3511064541
8709,87414.14943508452
8319,185460.54680640064
2215,180288.48781383666
7000,195611.74484624705
7701,104286.86248721219
9678,192851.29487321002
14026,199803.13016335986
7971,162944.35807541723
13734,150942.76259463723
16483,193371.39232502464
6150,208449.20021684456
2931,285056.21997911466
5418,181208.51222798278
1662,521852.87758194853
2441,226113.63302335597
669,142300.08055043305
7734,191086.9159159019
6010,281311.1634294851
266,138642.8670646522
632,133930.53101029334
16221,104054.63837492478
11832,170946.6502620955
5035,118393.72719930817
37,120356.28827785172
6168,179959.1282930097
11757,178273.4810860051
8086,127642.94244350081
6529,224683.0559632986
15121,184759.05926711025
13904,140869.34254179284
3711,174376.48743750868
16563,122009.11060710458
14494,174256.8246805145
3006,221207.71219245746
